name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,03/31/1989
			AccumulatedDepreciation,,"-108,604,000","-106,232,000","-128,890,000","-125,990,000","-138,343,000","-136,863,000","-139,985,000","-141,367,000","-139,310,000","-137,883,000","-136,184,000","-131,260,000","-129,206,000","-131,858,000","-127,221,000","-134,786,000","-130,968,000","-126,898,000","-123,219,000","-118,943,000","-163,982,000","-160,279,000","-156,927,000","-154,078,000",,,,"-167,889,000",,,,"-168,923,000",,,,"-172,188,000",,,,"-164,737,000",,,,"-160,204,000",,,,"-153,418,000","-150,636,000","-150,636,000","-150,636,000","-150,636,000","-152,847,000","-152,847,000","-152,847,000","-152,847,000","-146,595,000","-146,595,000",,"-146,595,000","-142,698,000","-142,698,000","-142,698,000","-142,698,000","-127,898,000","-127,898,000","-127,898,000","-127,898,000","-114,367,000","-114,367,000","-114,367,000","-114,367,000","-96,151,000","-96,151,000","-96,151,000","-96,151,000","-83,275,000","-83,275,000","-83,275,000",,"-78,816,000","-74,812,000","-70,528,000","-62,400,000","-58,500,000","-56,800,000","-43,500,000","-52,300,000","-49,900,000","-47,800,000","-39,400,000","-39,400,000","-39,400,000","-39,400,000","-27,800,000","-27,800,000","-27,800,000","-31,400,000","-29,600,000","-27,900,000","-26,100,000","-24,900,000","-23,400,000","-13,900,000","-13,900,000","-13,900,000","-13,900,000","-13,900,000","-13,900,000","-13,900,000","-9,700,000","-9,700,000","-9,700,000","-9,700,000","-7,700,000","-7,700,000","-7,700,000","-7,700,000","-6,800,000","-6,800,000","-6,800,000","-6,800,000","-6,900,000","-6,900,000"
		GoodwillAndOtherIntangibleAssets,"273,835,000","271,010,000","271,221,000","271,837,000","274,491,000","277,895,000","281,298,000","284,701,000","288,839,000","292,491,000","296,703,000","313,109,000","318,822,000","320,480,000","367,575,000","376,453,000","388,621,000","397,103,000","413,410,000","423,441,000","430,132,000","460,494,000","459,532,000","467,311,000","54,345,000","55,082,000","55,819,000","56,555,000","57,292,000","58,028,000","58,765,000","59,502,000","60,238,000","60,975,000","61,712,000","62,449,000","63,185,000","897,000",,,,,,,"0","0","0","0","228,000","1,596,000","2,965,000","4,334,000","5,815,000","231,412,000","233,870,000","236,536,000","239,203,000","241,869,000","244,535,000","247,201,000","250,011,000","253,539,000","257,070,000","260,601,000","264,400,000","269,528,000","274,652,000","290,384,000","308,232,000","326,071,000","343,909,000","361,754,000","379,442,000","396,358,000","402,066,000","419,307,000","206,468,000","227,105,000","248,938,000","270,383,000","286,358,000","307,167,000","327,308,000","351,600,000","395,000,000","418,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","267,514,000","269,758,000","269,758,000","269,758,000","269,771,000","269,766,000","269,766,000","267,549,000","280,209,000","270,083,000","268,698,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","44,808,000","897,000",,,,,,,,,,,,,,,,"223,556,000","223,556,000","223,556,000","223,556,000","223,556,000","223,556,000","223,556,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"6,321,000","3,496,000","3,707,000","4,323,000","6,977,000","10,381,000","13,784,000","17,187,000","21,325,000","24,977,000","29,189,000","45,595,000","51,308,000","52,966,000","97,817,000","106,695,000","118,863,000","127,332,000","143,644,000","153,675,000","162,583,000","180,285,000","189,449,000","198,613,000","9,537,000","10,274,000","11,011,000","11,747,000","12,484,000","13,220,000","13,957,000","14,694,000","15,430,000","16,167,000","16,904,000","17,641,000","18,377,000",,,,,,,,,,,,"228,000","1,596,000","2,965,000","4,334,000","5,815,000","7,856,000","10,314,000","12,980,000","15,647,000","18,313,000","20,979,000","23,645,000","250,011,000","253,539,000","257,070,000","260,601,000","264,400,000","269,528,000","274,652,000","290,384,000","308,232,000","326,071,000","343,909,000","361,754,000","379,442,000","396,358,000","402,066,000","419,307,000","206,468,000","227,105,000","248,938,000","270,383,000","286,358,000","307,167,000","327,308,000","351,600,000","395,000,000","418,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","5,241,000","5,241,000","4,717,000","4,717,000","4,717,000","4,717,000","4,661,000","4,661,000","6,946,000","6,946,000","7,389,000","7,389,000","7,389,000","10,232,000","9,719,000","12,724,000","12,822,000","12,939,000","17,656,000","18,435,000","19,662,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189,407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","5,241,000","5,241,000","4,717,000","4,717,000","4,717,000","4,717,000","4,661,000","4,661,000","6,946,000","6,946,000","7,389,000","7,389,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,241,000","5,241,000","4,717,000","4,717,000","4,717,000","4,717,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"577,000","483,000","480,000","476,000","478,000","226,000","227,000","215,000","215,000","188,000","192,000","200,000","198,000","242,000","379,000","384,000","372,000","473,000","473,000","578,000","578,000","3,754,000","3,941,000","3,501,000","20,105,000","8,824,000","9,325,000","10,651,000","11,703,000","13,746,000","13,757,000","28,617,000","29,218,000","27,217,000","29,087,000","38,230,000","45,130,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,957,000","80,078,000","72,384,000","65,590,000","74,493,000","43,474,000","31,771,000","34,634,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"577,000","483,000","480,000","476,000","478,000","226,000","227,000","215,000","215,000","188,000","192,000","200,000","198,000","242,000","379,000","384,000","372,000","473,000","473,000","578,000","578,000","3,754,000","3,941,000","3,501,000","20,105,000","8,824,000","9,325,000","10,651,000","11,703,000","13,746,000","13,757,000","28,617,000","29,218,000","27,217,000","29,087,000","38,230,000","45,130,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,957,000","80,078,000","72,384,000","65,590,000","74,493,000","43,474,000","31,771,000","34,634,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,640,000","4,450,000","5,651,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"9,968,000","10,592,000","10,759,000","11,069,000","11,796,000","11,349,000","13,204,000","13,421,000","15,327,000","20,259,000","20,225,000","13,279,000","13,147,000","13,137,000","11,394,000","12,802,000","13,709,000","15,087,000","16,011,000","15,791,000","17,495,000","15,648,000","11,619,000","12,058,000","9,862,000","9,561,000","8,921,000","5,336,000","6,120,000","7,199,000","8,503,000","8,795,000","6,854,000","7,880,000","8,510,000","9,923,000","11,628,000","11,790,000","6,255,000","2,534,000","2,744,000","2,785,000","3,445,000","2,779,000",,,"5,651,000","12,287,000","39,565,000","104,110,000","113,488,000","116,989,000","135,307,000","93,909,000","101,259,000","101,749,000","109,964,000","43,957,000","60,720,000","76,990,000","79,432,000","82,780,000","89,480,000","94,310,000","97,877,000","74,225,000","55,733,000","74,293,000","86,883,000","124,670,000","108,574,000","100,059,000","104,507,000","112,132,000","88,989,000","165,753,000","162,418,000","120,284,000","188,145,000","196,989,000",,"248,807,000","263,886,000","283,582,000","144,000,000","156,300,000","114,500,000","114,600,000","114,400,000","114,300,000","114,300,000","97,300,000","82,800,000","65,400,000","65,500,000","22,500,000","16,600,000","23,000,000","28,600,000","19,200,000","25,100,000","29,500,000","31,700,000","28,100,000","18,800,000","300,000","300,000","300,000","400,000","200,000","200,000","100,000","100,000",,"100,000",,"100,000",,,,"100,000",,"100,000",,"100,000"
TotalLiabilitiesNetMinorityInterest,"295,640,000","305,538,000","311,900,000","321,246,000","284,357,000","283,760,000","321,482,000","363,571,000","365,230,000","371,201,000","392,584,000","399,161,000","418,268,000","443,205,000","438,516,000","443,881,000","496,453,000","482,579,000","508,125,000","502,461,000","480,400,000","493,012,000","482,183,000","488,865,000","69,555,000","67,716,000","79,100,000","71,786,000","62,196,000","67,022,000","61,125,000","75,014,000","71,209,000","70,785,000","71,816,000","75,886,000","74,363,000","73,336,000","60,147,000","54,333,000","58,965,000","64,593,000","62,482,000","56,097,000","43,197,000","38,368,000","31,964,000","35,508,000","36,997,000","46,754,000","87,570,000","82,898,000","90,053,000","86,187,000","130,845,000","144,346,000","216,334,000","190,237,000","204,605,000","201,380,000","217,773,000","214,152,000","224,899,000","229,302,000","268,315,000","273,710,000","251,042,000","252,401,000","245,516,000","241,260,000","438,009,000","251,911,000","280,128,000","294,334,000","326,358,000","342,700,000","334,210,000","354,625,000","370,525,000","405,697,000","440,229,000","465,298,000","462,125,000","459,268,000","365,600,000","405,000,000","57,200,000","50,100,000","50,300,000","45,800,000","54,400,000","46,100,000","44,700,000","43,100,000","43,000,000","37,300,000","37,100,000","42,600,000","44,100,000","44,500,000","39,800,000","29,000,000","35,100,000","30,800,000","29,900,000","24,000,000","21,000,000","22,700,000","29,300,000","31,900,000","30,400,000","25,900,000","18,100,000","15,100,000","16,100,000","15,900,000","13,600,000","14,300,000","15,900,000","15,600,000","16,300,000","14,300,000","10,900,000","8,900,000","8,500,000"
	CurrentLiabilities,"79,731,000","87,834,000","90,522,000","93,727,000","99,819,000","81,428,000","83,117,000","70,189,000","69,418,000","70,892,000","86,726,000","66,062,000","83,647,000","128,982,000","116,547,000","106,323,000","157,550,000","135,194,000","152,985,000","125,750,000","111,177,000","110,788,000","112,295,000","117,256,000","60,746,000","60,543,000","71,905,000","68,522,000","58,608,000","62,011,000","55,903,000","56,913,000","53,093,000","51,788,000","51,319,000","54,576,000","51,976,000","64,844,000","52,651,000","50,466,000","54,340,000","59,408,000","56,777,000","51,452,000","37,957,000","33,070,000","26,071,000","28,724,000","29,381,000","39,114,000","79,970,000","75,540,000","81,011,000","80,156,000","45,031,000","58,707,000","111,726,000","61,531,000","62,937,000","60,110,000","63,887,000","55,749,000","54,265,000","48,455,000","72,560,000","77,654,000","43,952,000","45,702,000","39,101,000","35,207,000","40,001,000","50,272,000","45,722,000","52,562,000","59,729,000","66,405,000","59,109,000","76,777,000","95,788,000","129,855,000","164,704,000","190,890,000","185,131,000","170,112,000","171,400,000","175,700,000","57,200,000","28,700,000","50,300,000","45,800,000","54,400,000","46,100,000","44,700,000","43,100,000","43,000,000","37,300,000","37,100,000","42,500,000","44,200,000","44,600,000","39,800,000","29,000,000","35,100,000","30,800,000","29,900,000","23,900,000","21,000,000","22,700,000","29,300,000","31,900,000","30,400,000","25,900,000","18,100,000","15,000,000","15,800,000","15,600,000","13,200,000","13,900,000","15,300,000","15,100,000","15,600,000","13,400,000","9,600,000","7,800,000","5,800,000"
		PayablesAndAccruedExpenses,"66,969,000","67,121,000","73,450,000","61,320,000","66,695,000","48,622,000","53,975,000","47,768,000","55,050,000","45,508,000","50,442,000","56,818,000","60,290,000","65,341,000","70,843,000","46,199,000","90,798,000","85,995,000","103,640,000","96,835,000","83,761,000","88,742,000","90,903,000","97,204,000","45,800,000","49,249,000","48,274,000","51,542,000","51,113,000","44,424,000","42,013,000","45,257,000","36,391,000","32,867,000","31,719,000","33,221,000","41,215,000","45,763,000","36,070,000","34,541,000","38,648,000","41,231,000","38,674,000","34,717,000","27,797,000","27,538,000","19,556,000","22,814,000","16,947,000","32,414,000","32,449,000","28,426,000","32,978,000","33,114,000","37,741,000","42,039,000","85,016,000","51,269,000","51,500,000","52,426,000","53,438,000","42,710,000","42,616,000","37,596,000","61,138,000","61,573,000","28,006,000","31,729,000","28,500,000","28,846,000","31,238,000","37,170,000","33,597,000","38,160,000","40,377,000","43,957,000","38,255,000","52,087,000","56,041,000","79,317,000","83,644,000","102,023,000","101,524,000","107,288,000","92,000,000","119,700,000","18,600,000","28,700,000","29,400,000","25,000,000","18,200,000","25,200,000","24,000,000","21,100,000","14,300,000","22,100,000","20,900,000","23,800,000","15,000,000","21,500,000","22,700,000","15,600,000","12,800,000","18,300,000","18,400,000","12,700,000","6,300,000","11,600,000","17,000,000","18,300,000","17,100,000",,,,,,"9,700,000","9,800,000","8,500,000","9,500,000","9,900,000","8,600,000","6,900,000","5,100,000",
			Payables,"27,530,000","40,113,000","48,759,000","44,440,000","44,350,000","29,644,000","34,263,000","33,414,000","31,880,000","26,150,000","30,407,000","35,477,000","35,437,000","42,570,000","39,706,000","14,794,000","47,498,000","44,102,000","59,553,000","54,192,000","74,298,000","79,386,000","73,876,000","78,309,000","32,171,000","36,929,000","37,774,000","42,480,000","37,454,000","33,318,000","32,819,000","37,132,000","42,540,000",,,,"31,842,000","35,498,000","27,777,000","26,281,000","26,994,000","29,370,000","29,408,000","26,731,000","22,679,000","21,665,000","14,679,000","16,308,000","16,947,000","25,434,000","23,709,000","21,779,000","24,065,000","24,269,000","27,507,000","32,505,000","70,442,000","51,269,000","51,500,000","52,426,000","39,001,000","42,710,000","42,616,000","37,596,000","46,364,000","61,573,000","28,006,000","31,729,000","15,376,000","28,846,000","31,238,000","37,170,000","18,860,000","38,160,000","40,377,000","43,957,000","20,201,000","52,087,000","56,041,000","79,317,000","83,644,000","102,023,000","101,524,000","107,288,000","92,000,000","119,700,000","18,600,000","28,700,000","29,400,000","25,000,000","18,200,000","25,200,000","24,000,000","21,100,000","14,300,000","22,100,000","20,900,000","23,800,000","15,000,000","21,500,000","22,700,000","15,600,000","12,800,000","18,300,000","18,400,000","12,700,000","6,300,000","11,600,000","17,000,000","18,300,000","17,100,000",,,,,,"9,700,000","9,800,000","8,500,000","9,500,000","9,900,000","8,600,000","6,900,000","5,100,000",
				AccountsPayable,"27,530,000","40,113,000","48,759,000","44,440,000","44,350,000","29,644,000","34,263,000","33,414,000","31,880,000","26,150,000","30,407,000","35,477,000","35,350,000","42,485,000","39,591,000","14,620,000","37,800,000","35,230,000","38,943,000","33,901,000","74,298,000","79,386,000","73,876,000","78,309,000","32,171,000","36,929,000","37,774,000","42,480,000","37,454,000","33,318,000","32,819,000","37,132,000","42,540,000",,,,,,,,,,,,,,,,"16,947,000","25,434,000","23,709,000","21,779,000","24,065,000","24,269,000","27,507,000","32,505,000","70,442,000","51,269,000","51,500,000","52,426,000","39,001,000","42,710,000","42,616,000","37,596,000","46,364,000","61,573,000","28,006,000","31,729,000","15,376,000","28,846,000","31,238,000","37,170,000","18,860,000","38,160,000","40,377,000","43,957,000","20,201,000","52,087,000","56,041,000","79,317,000","74,160,000","102,023,000","101,524,000","107,288,000","92,000,000","119,700,000","18,600,000","28,700,000","29,400,000","25,000,000","18,200,000","25,200,000","24,000,000","21,100,000","14,300,000","22,100,000","20,900,000","23,800,000","15,000,000","21,500,000","22,700,000","15,600,000","12,800,000","18,300,000","18,400,000","12,700,000","6,300,000","11,600,000","17,000,000","18,300,000","17,100,000",,,,,,"9,700,000","9,800,000","8,500,000","9,500,000","9,900,000","8,600,000","6,900,000","5,100,000",
				TotalTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,"87,000","85,000","115,000","174,000","9,698,000","8,872,000","20,610,000","20,291,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"39,439,000","27,008,000","24,691,000","16,880,000","22,345,000","18,978,000","19,712,000","14,354,000","23,170,000","19,358,000","20,035,000","21,341,000","24,853,000","22,771,000","31,137,000","31,405,000","43,300,000","41,893,000","44,087,000","42,643,000","9,463,000","9,356,000","17,027,000","18,895,000","13,629,000","12,320,000","10,500,000","9,062,000","13,659,000","11,106,000","9,194,000","8,125,000",,,,,"9,373,000","10,265,000","8,293,000","8,260,000","11,654,000","11,861,000","9,266,000","7,986,000","5,118,000","5,873,000","4,877,000","6,506,000",,"6,980,000","8,740,000","6,647,000","8,913,000","8,845,000","10,234,000","9,534,000","14,574,000",,,,"14,437,000",,,,"14,774,000",,,,"13,124,000",,,,"14,737,000",,,,"18,054,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,149,000","7,738,000","7,244,000","7,374,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,876,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"12,762,000","12,944,000","8,983,000","26,048,000","26,160,000","21,819,000","21,994,000","12,823,000","8,290,000","14,104,000","24,526,000","1,813,000","1,508,000","22,243,000","15,318,000","23,154,000","33,767,000","27,613,000","20,530,000","2,308,000","7,557,000","407,000","242,000","122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,500,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","200,000","300,000","300,000","300,000","300,000","400,000","600,000","700,000","900,000","1,000,000","1,100,000","1,100,000","1,500,000","1,800,000"
			CurrentDebt,"12,762,000","8,382,000","4,004,000","21,484,000","21,474,000","17,196,000","17,190,000","7,796,000","8,290,000","14,104,000","24,526,000","1,813,000","1,508,000","22,243,000","15,318,000","23,154,000","33,767,000","27,613,000","20,530,000","2,308,000","7,557,000","407,000","242,000","122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,500,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000","200,000","300,000","300,000","300,000","300,000","400,000","600,000","700,000","900,000","1,000,000","1,100,000","1,100,000","1,500,000","1,800,000"
				OtherCurrentBorrowings,,"8,382,000","4,004,000","21,484,000","21,474,000","17,196,000","17,190,000","7,796,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,"4,562,000","4,979,000","4,564,000","4,686,000","4,623,000","4,804,000","5,027,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
