name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
	StockholdersEquity,"9,187,000,000","8,907,000,000","8,994,000,000","10,337,000,000","10,473,000,000","9,946,000,000","10,390,000,000","10,807,000,000","10,961,000,000","10,952,000,000","10,437,000,000","9,722,000,000","9,326,000,000","9,975,000,000","11,360,000,000","11,937,000,000","13,063,000,000","11,864,000,000","10,734,000,000","11,879,000,000","12,588,000,000","9,255,000,000","6,527,000,000","5,914,000,000","4,097,000,000","4,095,000,000","3,039,000,000","2,315,000,000","1,947,000,000","1,955,000,000","2,358,000,000","2,484,900,000","1,722,800,000","1,725,600,000","1,727,000,000","1,427,700,000"
		CapitalStock,"1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,740,000,000","1,740,000,000","1,740,000,000","1,740,000,000","1,739,000,000","1,739,000,000","1,738,000,000","1,738,000,000","1,740,000,000","1,740,000,000","1,733,000,000","814,000,000","392,000,000","390,000,000","190,000,000","190,000,000","93,000,000","91,000,000","219,000,000","365,000,000","521,000,000","520,800,000",,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,"219,000,000","365,000,000","521,000,000","520,800,000",,,,
			CommonStock,"1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,741,000,000","1,740,000,000","1,740,000,000","1,740,000,000","1,740,000,000","1,739,000,000","1,739,000,000","1,738,000,000","1,738,000,000","1,740,000,000","1,740,000,000","1,733,000,000","814,000,000","392,000,000","390,000,000","190,000,000","190,000,000","93,000,000","91,000,000","0","0","0","0",,,,
		AdditionalPaidInCapital,"2,333,000,000","2,110,000,000","1,950,000,000","1,776,000,000","1,674,000,000","1,629,000,000","1,368,000,000","1,211,000,000","1,176,000,000","1,194,000,000","1,114,000,000","1,086,000,000","1,022,000,000","931,000,000","885,000,000","742,000,000","750,000,000","901,000,000","1,042,000,000","1,216,000,000","1,185,000,000","822,000,000","1,178,000,000","1,183,000,000","1,116,000,000","1,081,000,000","1,041,000,000","932,000,000",,,,,,,,
		RetainedEarnings,"42,051,000,000","39,898,000,000","37,906,000,000","34,662,000,000","33,107,000,000","31,176,000,000","29,653,000,000","28,173,000,000","27,205,000,000","26,278,000,000","24,695,000,000","22,066,000,000","21,168,000,000","19,788,000,000","17,529,000,000","13,394,000,000","11,242,000,000","9,535,000,000","8,484,000,000","8,975,000,000","9,323,000,000","6,175,000,000","4,795,000,000","4,488,000,000","2,814,000,000","2,881,000,000","1,912,000,000","1,307,000,000","916,000,000","766,000,000","1,269,000,000","1,403,900,000","1,209,400,000","1,272,400,000","1,039,300,000","1,072,500,000"
		TreasuryStock,"36,578,000,000","34,495,000,000","32,130,000,000","27,458,000,000","25,523,000,000","24,068,000,000","21,840,000,000","19,790,000,000","18,462,000,000","17,485,000,000","16,411,000,000","14,549,000,000","13,814,000,000","12,160,000,000","8,430,000,000","3,856,000,000","480,000,000","135,000,000","229,000,000","235,000,000","93,000,000","109,000,000","134,000,000","94,000,000","12,000,000","12,000,000","6,000,000","5,000,000",,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-360,000,000","-347,000,000","-473,000,000","-384,000,000","-526,000,000","-532,000,000","-532,000,000","-528,000,000","-699,000,000","-776,000,000","-701,000,000","-621,000,000","-790,000,000","-324,000,000","-363,000,000","-82,000,000","-187,000,000","-175,000,000","-303,000,000","183,000,000","440,000,000","1,553,000,000","296,000,000","-53,000,000","-11,000,000","-45,000,000","-1,000,000","-10,000,000",,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,"-13,814,000,000",,,,,,,,,,,,,,,,"812,000,000","824,000,000","568,000,000","560,200,000","513,400,000","453,200,000","687,700,000","355,200,000"
TotalCapitalization,"15,435,000,000","14,210,000,000","13,313,000,000","13,914,000,000","13,451,000,000","13,066,000,000","14,031,000,000","14,965,000,000","15,147,000,000","15,163,000,000","10,437,000,000","9,722,000,000","9,326,000,000","9,975,000,000","11,360,000,000","12,297,000,000","13,431,000,000","12,259,000,000","11,567,000,000","13,090,000,000","13,804,000,000","10,352,000,000","7,554,000,000","7,200,000,000","5,794,000,000","4,899,000,000","3,847,000,000","3,009,000,000","2,856,000,000","2,851,000,000","3,073,000,000","3,102,400,000","2,346,600,000","2,212,100,000","1,918,400,000","1,809,600,000"
